NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_MYOCARDIAL_PRECURSOR_CELL_DIFFERENTIATION	7		Rejected!	
GO_CARDIOBLAST_PROLIFERATION	12		Rejected!	
GO_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	10		Rejected!	
GO_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GO_SEPTUM_PRIMUM_DEVELOPMENT	6		Rejected!	
GO_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS	5		Rejected!	
GO_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	33	21		
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	38	25		
GO_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	12		Rejected!	
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	7		Rejected!	
GO_PANCREATIC_A_CELL_DIFFERENTIATION	7		Rejected!	
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE	6		Rejected!	
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	7		Rejected!	
GO_KERATINOCYTE_DEVELOPMENT	12		Rejected!	
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	13		Rejected!	
GO_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	8		Rejected!	
GO_PERICARDIUM_MORPHOGENESIS	9		Rejected!	
GO_REGULATION_OF_CILIUM_BEAT_FREQUENCY	11		Rejected!	
GO_NORADRENERGIC_NEURON_DIFFERENTIATION	7		Rejected!	
GO_BRAINSTEM_DEVELOPMENT	7		Rejected!	
GO_DYNAMIN_FAMILY_PROTEIN_POLYMERIZATION_INVOLVED_IN_MEMBRANE_FISSION	5		Rejected!	
GO_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GO_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION	6		Rejected!	
GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	30	30		
GO_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION	24	24		
GO_GROWTH_PLATE_CARTILAGE_MORPHOGENESIS	19	19		
GO_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	24	24		
GO_GLYCOGEN_BIOSYNTHETIC_PROCESS	46	43		
GO_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	6		Rejected!	
GO_DISACCHARIDE_METABOLIC_PROCESS	6		Rejected!	
GO_FRUCTOSE_CATABOLIC_PROCESS	5		Rejected!	
GO_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	9		Rejected!	
GO_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GO_MANNOSE_METABOLIC_PROCESS	8		Rejected!	
GO_5_PHOSPHORIBOSE_1_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_UDP_N_ACETYLGLUCOSAMINE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_ETHANOL_OXIDATION	12		Rejected!	
GO_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE	16	15		
GO_LACTATE_METABOLIC_PROCESS	6		Rejected!	
GO_GLYCOLYTIC_PROCESS	106	97		
GO_TRICARBOXYLIC_ACID_CYCLE	34	33		
GO_ISOCITRATE_METABOLIC_PROCESS	5		Rejected!	
GO_SUCCINYL_COA_METABOLIC_PROCESS	6		Rejected!	
GO_SUCCINATE_METABOLIC_PROCESS	7		Rejected!	
GO_MALATE_METABOLIC_PROCESS	8		Rejected!	
GO_GLYCEROL_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE	53	52		
GO_PURINE_RIBONUCLEOSIDE_SALVAGE	5		Rejected!	
GO_AMP_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_ADP_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_GTP_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_DE_NOVO_IMP_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_CAMP_CATABOLIC_PROCESS	9		Rejected!	
GO_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_UMP_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_DUMP_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_UTP_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_MITOCHONDRIAL_DNA_REPLICATION	13		Rejected!	
GO_DNA_TOPOLOGICAL_CHANGE	11		Rejected!	
GO_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION	11		Rejected!	
GO_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER	5		Rejected!	
GO_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	10		Rejected!	
GO_BASE_EXCISION_REPAIR_GAP_FILLING	5		Rejected!	
GO_PYRIMIDINE_DIMER_REPAIR	8		Rejected!	
GO_DNA_METHYLATION	71	56		
GO_DNA_DEALKYLATION_INVOLVED_IN_DNA_REPAIR	10		Rejected!	
GO_CHROMATIN_SILENCING_AT_TELOMERE	8		Rejected!	
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	32	29		
GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	23	23		
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_I	63	60		
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_I_PROMOTER	36	36		
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_I_PROMOTER	30	30		
GO_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION	31	31		
GO_ADENOSINE_TO_INOSINE_EDITING	9		Rejected!	
GO_TRANSCRIPTION_BY_RNA_POLYMERASE_III	55	54		
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER	13		Rejected!	
GO_MITOCHONDRIAL_TRANSCRIPTION	15	15		
GO_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE	5		Rejected!	
GO_RNA_EXPORT_FROM_NUCLEUS	137	133		
GO_MRNA_EXPORT_FROM_NUCLEUS	111	107		
GO_REGULATION_OF_TRANSLATIONAL_TERMINATION	9		Rejected!	
GO_TRANSLATIONAL_READTHROUGH	9		Rejected!	
GO_PROTEIN_SULFATION	8		Rejected!	
GO_PROTEIN_METHYLATION	177	158		
GO_PROTEIN_DEMETHYLATION	31	30		
GO_DOLICHYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_N_TERMINAL_PROTEIN_LIPIDATION	6		Rejected!	
GO_C_TERMINAL_PROTEIN_LIPIDATION	7		Rejected!	
GO_GPI_ANCHOR_BIOSYNTHETIC_PROCESS	31	30		
GO_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS	28	26		
GO_ARGININE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_ARGININE_CATABOLIC_PROCESS	12		Rejected!	
GO_CYSTEINE_METABOLIC_PROCESS	9		Rejected!	
GO_GLUTAMATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_GLUTAMATE_CATABOLIC_PROCESS	8		Rejected!	
GO_HISTIDINE_CATABOLIC_PROCESS	8		Rejected!	
GO_LEUCINE_CATABOLIC_PROCESS	6		Rejected!	
GO_LYSINE_CATABOLIC_PROCESS	12		Rejected!	
GO_L_PHENYLALANINE_CATABOLIC_PROCESS	11		Rejected!	
GO_PROLINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_L_SERINE_METABOLIC_PROCESS	5		Rejected!	
GO_L_SERINE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_L_SERINE_CATABOLIC_PROCESS	5		Rejected!	
GO_TYROSINE_CATABOLIC_PROCESS	5		Rejected!	
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	54	49		
GO_AMINO_ACID_BETAINE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_POLYAMINE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GO_RIBOSOMAL_PROTEIN_IMPORT_INTO_NUCLEUS	8		Rejected!	
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	104	102		
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	11		Rejected!	
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_SIGNAL_SEQUENCE_RECOGNITION	7		Rejected!	
GO_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE	11		Rejected!	
GO_PROTEIN_RETENTION_IN_ER_LUMEN	9		Rejected!	
GO_PROTEIN_TARGETING_TO_VACUOLE	35	34		
GO_PROTEIN_PROCESSING_INVOLVED_IN_PROTEIN_TARGETING_TO_MITOCHONDRION	8		Rejected!	
GO_ACYLGLYCEROL_METABOLIC_PROCESS	63	54		
GO_TRIGLYCERIDE_METABOLIC_PROCESS	42	36		
GO_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS	42	39		
GO_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_CDP_CHOLINE_PATHWAY	7		Rejected!	
GO_GLYCEROL_ETHER_METABOLIC_PROCESS	8		Rejected!	
GO_SPHINGOMYELIN_CATABOLIC_PROCESS	7		Rejected!	
GO_SPHINGOMYELIN_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_GANGLIOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GO_ICOSANOID_METABOLIC_PROCESS	81	71		
GO_PROGESTERONE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS	13		Rejected!	
GO_CHOLESTEROL_CATABOLIC_PROCESS	13		Rejected!	
GO_ANDROGEN_CATABOLIC_PROCESS	5		Rejected!	
GO_TETRAHYDROBIOPTERIN_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_GLUTATHIONE_CATABOLIC_PROCESS	11		Rejected!	
GO_NUCLEOSIDE_PHOSPHATE_METABOLIC_PROCESS	217	205		
GO_RIBOFLAVIN_METABOLIC_PROCESS	7		Rejected!	
GO_VITAMIN_A_METABOLIC_PROCESS	7		Rejected!	
GO_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS	9		Rejected!	
GO_POLYPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GO_XENOBIOTIC_METABOLIC_PROCESS	113	97		
GO_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS	76	66		
GO_COBALT_ION_TRANSPORT	6		Rejected!	
GO_ZINC_ION_TRANSPORT	27	25		
GO_SEROTONIN_TRANSPORT	15		Rejected!	
GO_ACYL_CARNITINE_TRANSPORT	5		Rejected!	
GO_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	25	25		
GO_CARNITINE_SHUTTLE	11		Rejected!	
GO_OLIGOPEPTIDE_TRANSPORT	11		Rejected!	
GO_PURINE_NUCLEOBASE_TRANSPORT	7		Rejected!	
GO_GLUTAMINE_TRANSPORT	6		Rejected!	
GO_CELLULAR_ION_HOMEOSTASIS	664		Rejected!	
GO_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	210	204		
GO_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	86	82		
GO_VESICLE_BUDDING_FROM_MEMBRANE	102	102		
GO_APOPTOTIC_PROCESS	1980		Rejected!	
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	84	82		
GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	8		Rejected!	
GO_INFLAMMATORY_CELL_APOPTOTIC_PROCESS	21	20		
GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION	10		Rejected!	
GO_HYPOTONIC_RESPONSE	9		Rejected!	
GO_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION	8		Rejected!	
GO_ER_OVERLOAD_RESPONSE	12		Rejected!	
GO_RESPONSE_TO_STEROL_DEPLETION	11		Rejected!	
GO_CELLULAR_RESPONSE_TO_NITROGEN_STARVATION	13		Rejected!	
GO_NUCLEOLUS_ORGANIZATION	8		Rejected!	
GO_OUTER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	7		Rejected!	
GO_CYTOSKELETAL_ANCHORING_AT_PLASMA_MEMBRANE	10		Rejected!	
GO_TUBULIN_COMPLEX_ASSEMBLY	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	24	24		
GO_CYTOPLASM_ORGANIZATION	10		Rejected!	
GO_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	15	15		
GO_LYSOSOMAL_LUMEN_ACIDIFICATION	8		Rejected!	
GO_SPINDLE_ORGANIZATION	168	161		
GO_MITOTIC_NUCLEAR_ENVELOPE_DISASSEMBLY	12		Rejected!	
GO_MITOTIC_METAPHASE_PLATE_CONGRESSION	44	44		
GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY	10		Rejected!	
GO_NUCLEAR_MIGRATION	20	20		
GO_MALE_MEIOTIC_NUCLEAR_DIVISION	47	36		
GO_FEMALE_MEIOTIC_NUCLEAR_DIVISION	29	26		
GO_FEMALE_MEIOSIS_I	8		Rejected!	
GO_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY	11		Rejected!	
GO_SIGNAL_COMPLEX_ASSEMBLY	8		Rejected!	
GO_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	14		Rejected!	
GO_COMMON_PARTNER_SMAD_PROTEIN_PHOSPHORYLATION	6		Rejected!	
GO_SMAD_PROTEIN_COMPLEX_ASSEMBLY	13		Rejected!	
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	18	16		
GO_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	7		Rejected!	
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	39	17		
GO_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	19		Rejected!	
GO_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET	18	18		
GO_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB	7		Rejected!	
GO_ACTIVATION_OF_JNKK_ACTIVITY	11		Rejected!	
GO_SPERM_AXONEME_ASSEMBLY	12		Rejected!	
GO_PENETRATION_OF_ZONA_PELLUCIDA	8		Rejected!	
GO_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION	17		Rejected!	
GO_EGG_ACTIVATION	5		Rejected!	
GO_ZYGOTIC_DETERMINATION_OF_ANTERIOR_POSTERIOR_AXIS_EMBRYO	6		Rejected!	
GO_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION	5		Rejected!	
GO_COMPARTMENT_PATTERN_SPECIFICATION	5		Rejected!	
GO_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	6		Rejected!	
GO_FOREGUT_MORPHOGENESIS	10		Rejected!	
GO_MESODERMAL_CELL_FATE_SPECIFICATION	14		Rejected!	
GO_GONADAL_MESODERM_DEVELOPMENT	8		Rejected!	
GO_DOSAGE_COMPENSATION	20	17		
GO_SENSORY_PERCEPTION_OF_SMELL	454	38		
GO_SHORT_TERM_MEMORY	9		Rejected!	
GO_TOLL_SIGNALING_PATHWAY	6		Rejected!	
GO_MESODERMAL_CELL_MIGRATION	5		Rejected!	
GO_RETROGRADE_AXONAL_TRANSPORT	16	16		
GO_SPERMIDINE_METABOLIC_PROCESS	5		Rejected!	
GO_OPSONIZATION	12		Rejected!	
GO_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	148	127		
GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	972		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	765		Rejected!	
GO_INTRACELLULAR_MRNA_LOCALIZATION	13		Rejected!	
GO_ISOPRENOID_CATABOLIC_PROCESS	5		Rejected!	
GO_ADULT_FEEDING_BEHAVIOR	10		Rejected!	
GO_GERM_CELL_MIGRATION	9		Rejected!	
GO_REGULATION_OF_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION	5		Rejected!	
GO_GRANZYME_MEDIATED_APOPTOTIC_SIGNALING_PATHWAY	6		Rejected!	
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	8		Rejected!	
GO_HORMONE_MEDIATED_APOPTOTIC_SIGNALING_PATHWAY	5		Rejected!	
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	43	41		
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C	7		Rejected!	
GO_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH	6		Rejected!	
GO_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	10		Rejected!	
GO_PYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	5		Rejected!	
GO_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	19	19		
GO_HOMOSERINE_METABOLIC_PROCESS	5		Rejected!	
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	341	328		
GO_VITAMIN_CATABOLIC_PROCESS	12		Rejected!	
GO_NUCLEOSIDE_METABOLIC_PROCESS	51	48		
GO_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	6		Rejected!	
GO_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	22	20		
GO_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	17	16		
GO_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GO_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	7		Rejected!	
GO_PURINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GO_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	6		Rejected!	
GO_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	6		Rejected!	
GO_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	33	30		
GO_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_NUCLEOSIDE_CATABOLIC_PROCESS	32	30		
GO_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	9		Rejected!	
GO_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	15	15		
GO_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GO_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	22	22		
GO_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GO_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_PROTEIN_LIPOYLATION	7		Rejected!	
GO_GLUCAN_CATABOLIC_PROCESS	23	22		
GO_PEPTIDOGLYCAN_CATABOLIC_PROCESS	6		Rejected!	
GO_SNRNA_TRANSCRIPTION	72	71		
GO_TRNA_TRANSCRIPTION	7		Rejected!	
GO_TOXIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GO_PUTRESCINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GO_DETECTION_OF_VIRUS	6		Rejected!	
GO_RESPONSE_TO_HERBICIDE	13		Rejected!	
GO_RESPONSE_TO_LIGHT_INTENSITY	13		Rejected!	
GO_PHENYLPROPANOID_METABOLIC_PROCESS	7		Rejected!	
GO_RESPONSE_TO_FRUCTOSE	8		Rejected!	
GO_CARBOHYDRATE_MEDIATED_SIGNALING	8		Rejected!	
GO_ABSCISSION	6		Rejected!	
GO_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS	12		Rejected!	
GO_ANIMAL_ORGAN_MORPHOGENESIS	1034		Rejected!	
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	1631		Rejected!	
GO_AUDITORY_RECEPTOR_CELL_FATE_COMMITMENT	7		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_FATE_SPECIFICATION	6		Rejected!	
GO_MEIOTIC_CHROMOSOME_CONDENSATION	6		Rejected!	
GO_RESPONSE_TO_IRON_II_ION	6		Rejected!	
GO_RESPONSE_TO_IRON_III_ION	6		Rejected!	
GO_RESPONSE_TO_ALUMINUM_ION	5		Rejected!	
GO_RESPONSE_TO_MYCOTOXIN	7		Rejected!	
GO_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY	34	31		
GO_PYRIMIDINE_RIBONUCLEOTIDE_SALVAGE	5		Rejected!	
GO_EMBRYONIC_BODY_MORPHOGENESIS	11		Rejected!	
GO_SUGAR_MEDIATED_SIGNALING_PATHWAY	6		Rejected!	
GO_MAINTENANCE_OF_DNA_METHYLATION	6		Rejected!	
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	64	64		
GO_SCF_COMPLEX_ASSEMBLY	6		Rejected!	
GO_RESPONSE_TO_SELENIUM_ION	11		Rejected!	
GO_HEAT_ACCLIMATION	5		Rejected!	
GO_REGULATION_OF_ANION_CHANNEL_ACTIVITY	9		Rejected!	
GO_COP9_SIGNALOSOME_ASSEMBLY	5		Rejected!	
GO_HISTONE_H3_K36_METHYLATION	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT	11		Rejected!	
GO_CENTRIOLE_CENTRIOLE_COHESION	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_HEART_RATE	13		Rejected!	
GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	596	450		
GO_PROTEASOMAL_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS	23	21		
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	8		Rejected!	
GO_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	8		Rejected!	
GO_REGULATION_OF_TRANSPOSITION	23	21		
GO_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	9		Rejected!	
GO_POSITIVE_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	7		Rejected!	
GO_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	39	38		
GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	20	20		
GO_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS	15	15		
GO_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_PLATELET_ACTIVATION	5		Rejected!	
GO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	33	30		
GO_MIRNA_METABOLIC_PROCESS	21	21		
GO_MIRNA_CATABOLIC_PROCESS	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	6		Rejected!	
GO_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	10		Rejected!	
GO_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	6		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	19		Rejected!	
GO_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	8		Rejected!	
GO_PROGRAMMED_CELL_DEATH_INVOLVED_IN_CELL_DEVELOPMENT	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION	6		Rejected!	
GO_REGULATION_OF_MITOCHONDRIAL_FUSION	9		Rejected!	
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_FUSION	6		Rejected!	
GO_POSITIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GO_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GO_MUSCLE_CELL_APOPTOTIC_PROCESS	96	64		
GO_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	58	33		
GO_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS	18		Rejected!	
GO_ECTODERMAL_CELL_DIFFERENTIATION	8		Rejected!	
GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	115	107		
GO_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	44	40		
GO_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	9		Rejected!	
